incident_id,date,state,city_or_county,n_killed,n_injured,incident_characteristics,latitude,longitude,n_guns_involved,participant_age,participant_age_group,participant_gender,participant_relationship,participant_status,participant_type
880527,2017-07-01,Illinois,Chicago,0,1,Shot - Wounded/Injured,41.8479,-87.7124,1.0,,,0::Male,,0::Injured,0::Victim
881669,2017-07-01,Wisconsin,Milwaukee,0,1,Shot - Wounded/Injured,43.0346,-87.9221,1.0,0::20,0::Adult 18+,0::Male,,0::Injured,0::Victim
892089,2017-07-01,District of Columbia,Washington,0,0,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Brandishing/flourishing/open carry/lost/found,38.8938,-76.9299,1.0,,,,,,
892090,2017-07-01,District of Columbia,Washington,0,0,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Brandishing/flourishing/open carry/lost/found,38.8936,-76.952,1.0,,,,,,
892091,2017-07-01,District of Columbia,Washington,0,0,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Brandishing/flourishing/open carry/lost/found,38.8648,-76.9739,1.0,,,,,,
892092,2017-07-01,District of Columbia,Washington,0,0,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Brandishing/flourishing/open carry/lost/found,38.9096,-77.0199,1.0,,,,,,
881705,2017-07-01,Georgia,Columbus,0,0,Non-Shooting Incident||Kidnapping/abductions/hostage||Brandishing/flourishing/open carry/lost/found,32.5067,-84.9512,1.0,1::1||2::5||3::32,0::Adult 18+||1::Child 0-11||2::Child 0-11||3::Adult 18+,0::Female||1::Male||2::Male||3::Male,,"0::Unharmed||1::Unharmed||2::Unharmed||3::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Subject-Suspect
883134,2017-07-01,Georgia,Cairo,0,1,Shot - Wounded/Injured,30.9436,-84.1963,1.0,,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,"0::Injured||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
880502,2017-07-01,Pennsylvania,Philadelphia,0,1,Shot - Wounded/Injured,39.9887,-75.1385,1.0,0::21,0::Adult 18+,0::Male,,0::Injured,0::Victim
880237,2017-07-01,Minnesota,Minneapolis,0,1,Shot - Wounded/Injured,44.9493,-93.3008,1.0,0::21,0::Adult 18+,0::Female,,0::Injured,0::Victim
880234,2017-07-01,Minnesota,Minneapolis,0,2,Shot - Wounded/Injured,44.9466,-93.2983,1.0,0::26||1::23,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Injured,0::Victim||1::Victim
913798,2017-07-01,Florida,Panama City,0,0,Non-Shooting Incident||Gun(s) stolen from owner,30.1791,-85.6878,1.0,0::27,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
880780,2017-07-01,Texas,San Antonio,0,0,Non-Shooting Incident||Drug involvement||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes),29.4509,-98.4918,1.0,0::30,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
880790,2017-07-01,Texas,Houston,0,1,Shot - Wounded/Injured,29.7253,-95.542,1.0,,0::Adult 18+,0::Male,,0::Injured||1::Unharmed||2::Unharmed||3::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect||3::Subject-Suspect
880392,2017-07-01,Illinois,Rockford,1,0,"Shot - Dead (murder, accidental, suicide)",42.3089,-89.1029,2.0,0::25,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect
884221,2017-07-01,Pennsylvania,Lancaster,0,1,Shot - Wounded/Injured||Concealed Carry License - Perpetrator,40.041,-76.3073,1.0,0::32||1::22,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
880136,2017-07-01,Illinois,Chicago (Roseland),0,1,"Shot - Wounded/Injured||Drive-by (car to street, car to car)",41.6871,-87.6277,1.0,0::29,0::Adult 18+,0::Male||1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
880139,2017-07-01,Wisconsin,New London,0,1,Shot - Wounded/Injured||Accidental Shooting||Accidental Shooting - Injury||Accidental/Negligent Discharge||Playing with gun,44.3867,-88.7419,1.0,0::12||1::14,0::Teen 12-17||1::Teen 12-17,0::Male,1::Family,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
881407,2017-07-01,New York,Ithaca,0,0,Shots Fired - No Injuries,42.4473,-76.5016,1.0,,0::Adult 18+,0::Male,,0::Unharmed,0::Subject-Suspect
880146,2017-07-01,Tennessee,Clarksville,0,0,"Shots Fired - No Injuries||Officer Involved Incident||Officer Involved Shooting - Shots fired, no injury||Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff",36.5855,-87.3046,1.0,0::27,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
