incident_id,date,state,city_or_county,n_killed,n_injured,incident_characteristics,latitude,longitude,n_guns_involved,participant_age,participant_age_group,participant_gender,participant_relationship,participant_status,participant_type
866840,2016-05-01,Florida,Tampa,0,0,Non-Shooting Incident||Domestic Violence||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person||Brandishing/flourishing/open carry/lost/found,27.9471,-82.4596,1.0,0::44,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
551576,2016-05-01,Texas,Odessa,0,1,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Road rage",31.8547,-102.34899999999999,,0::46,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
551571,2016-05-01,New York,Avoca,0,0,Shots Fired - No Injuries||Domestic Violence,42.4203,-77.3709,,1::34,0::Adult 18+||1::Adult 18+,0::Female||1::Male,1::Family,"0::Unharmed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
806079,2016-05-01,South Carolina,Greenville,0,0,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person,34.8476,-82.3992,2.0,0::41,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
551066,2016-05-01,Illinois,Chicago,0,1,Shot - Wounded/Injured||Armed robbery with injury/death and/or evidence of DGU found,41.8942,-87.7484,1.0,0::50,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
551069,2016-05-01,Illinois,Chicago (Roseland),0,2,"Shot - Wounded/Injured||Drive-by (car to street, car to car)",41.7,-87.6136,,0::25||1::25,0::Adult 18+||1::Adult 18+,0::Male||1::Female,,0::Injured||1::Injured,0::Victim||1::Victim||2::Subject-Suspect
551073,2016-05-01,Illinois,Chicago (Englewood),0,2,Shot - Wounded/Injured,41.7792,-87.6776,,0::22||1::32,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Injured,0::Victim||1::Victim
551076,2016-05-01,Illinois,Chicago,0,1,Shot - Wounded/Injured||Gang involvement,41.6967,-87.6574,,0::35,0::Adult 18+,0::Male,,0::Injured,0::Victim
551483,2016-05-01,Illinois,Chicago,0,1,Shot - Wounded/Injured,41.6742,-87.6277,,0::65,0::Adult 18+,0::Male,,0::Injured,0::Victim
551487,2016-05-01,Illinois,Chicago,0,1,Shot - Wounded/Injured||Gang involvement,41.8803,-87.7601,1.0,0::36,0::Adult 18+,0::Male,,0::Injured,0::Victim
553030,2016-05-01,Missouri,Kansas City,0,0,"Shots Fired - No Injuries||Drive-by (car to street, car to car)",39.0376,-94.5615,,,,,,,
552182,2016-05-01,Missouri,Kansas City,0,2,"Shot - Wounded/Injured||Drive-by (car to street, car to car)",39.0911,-94.561,,,,0::Male,,0::Injured||1::Injured,0::Victim||1::Victim
696696,2016-05-01,Illinois,Marion,0,0,Shots Fired - No Injuries||Brandishing/flourishing/open carry/lost/found||Stolen/Illegally owned gun{s} recovered during arrest/warrant,37.7361,-88.9361,1.0,0::22,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
557654,2016-05-01,Alaska,Soldotna,0,0,Non-Shooting Incident||Drug involvement||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes),60.513000000000005,-151.083,1.0,0::25||1::34,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,"0::Unharmed, Arrested||1::Unharmed, Arrested",0::Subject-Suspect||1::Subject-Suspect
551083,2016-05-01,Indiana,Indianapolis,1,0,"Shot - Dead (murder, accidental, suicide)||Suicide^",39.7729,-86.1471,1.0,,,,,0::Killed,0::Victim
551085,2016-05-01,Indiana,Indianapolis,0,0,"Shots Fired - No Injuries||Officer Involved Incident||Officer Involved Shooting - Shots fired, no injury||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )",39.8258,-86.0338,,0::27,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
551510,2016-05-01,Arizona,Phoenix,0,1,Shot - Wounded/Injured,33.3988,-112.10700000000001,,0::20,0::Adult 18+,0::Male,,0::Injured,0::Victim
551512,2016-05-01,North Carolina,Rocky Mount,0,2,Shot - Wounded/Injured||Bar/club incident - in or around establishment,35.9794,-77.8041,,,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Injured,0::Victim||1::Victim
551515,2016-05-01,North Carolina,Rolesville,1,0,"Shot - Dead (murder, accidental, suicide)",35.9238,-78.4561,,0::27||1::29,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
551518,2016-05-01,Arizona,Phoenix,0,1,Shot - Wounded/Injured,33.4024,-112.021,,0::25,0::Adult 18+,0::Male,,0::Injured,0::Victim
640151,2016-05-01,Pennsylvania,Middletown,0,0,Non-Shooting Incident||TSA Action,40.1986,-76.7631,1.0,,,,,,0::Subject-Suspect
559884,2016-05-01,New York,Alfred,0,0,Non-Shooting Incident||Implied Weapon||BB/Pellet/Replica gun||Brandishing/flourishing/open carry/lost/found,42.253,-77.7965,,,0::Teen 12-17,0::Male,,0::Unharmed,0::Subject-Suspect
551523,2016-05-01,North Carolina,Elizabeth City,0,1,Shot - Wounded/Injured,36.2867,-76.2187,,0::24,0::Adult 18+,0::Male,,0::Injured,0::Victim
640170,2016-05-01,California,San Diego,0,0,Non-Shooting Incident||TSA Action,32.7293,-117.191,1.0,,,,,,0::Subject-Suspect
551533,2016-05-01,California,Oxnard,0,1,Shot - Wounded/Injured,34.1865,-119.179,,0::25,0::Adult 18+,0::Male,,0::Injured,0::Victim
551182,2016-05-01,Florida,Melbourne,0,0,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Brandishing/flourishing/open carry/lost/found,28.0705,-80.6083,1.0,1::21,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,"0::Unharmed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
551857,2016-05-01,Florida,Orlando,0,1,Shot - Wounded/Injured,28.5344,-81.3075,,,0::Teen 12-17,0::Male,,0::Injured,0::Victim
554592,2016-05-01,Indiana,Valparaiso,0,0,Non-Shooting Incident||Brandishing/flourishing/open carry/lost/found,41.4923,-87.0644,,,0::Adult 18+,0::Male,,0::Unharmed,0::Subject-Suspect
551385,2016-05-01,Pennsylvania,Pittsburgh,2,0,"Shot - Dead (murder, accidental, suicide)",40.4635,-80.01100000000001,,0::20||1::19,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Female||1::Male||2::Male,,0::Killed||1::Killed||2::Unharmed,0::Victim||1::Victim||2::Subject-Suspect
551878,2016-05-01,Florida,Fernandina Beach,0,0,"Shots Fired - No Injuries||Defensive Use||Defensive Use - Victim stops crime||Defensive Use - Shots fired, no injury/death||Defensive Use - WITHOUT a gun||Armed robbery with injury/death and/or evidence of DGU found||Brandishing/flourishing/open carry/lost/found",30.6588,-81.4564,1.0,2::52,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,2::Armed Robbery,"0::Unharmed||1::Unharmed||2::Unharmed, Arrested",0::Victim||1::Victim||2::Subject-Suspect
551200,2016-05-01,Florida,Bradenton,0,0,Non-Shooting Incident||Gun(s) stolen from owner,27.4749,-82.5857,,,,,,,
553270,2016-05-01,Virginia,Norfolk,0,1,Shot - Wounded/Injured,36.8566,-76.2736,,0::28,0::Adult 18+,0::Male,,0::Injured,0::Victim
