incident_id,date,state,city_or_county,n_killed,n_injured,incident_characteristics,latitude,longitude,n_guns_involved,participant_age,participant_age_group,participant_gender,participant_relationship,participant_status,participant_type
646164,2016-09-01,Florida,Jacksonville,0,0,"Shots Fired - No Injuries||Officer Involved Incident||Officer Involved Shooting - Shots fired, no injury",30.3205,-81.7301,1.0,,0::Adult 18+||1::Adult 18+,0::Male||1::Female,,0::Unharmed||1::Unharmed,0::Subject-Suspect||1::Subject-Suspect
646384,2016-09-01,Illinois,Chicago (Englewood),0,1,Shot - Wounded/Injured,41.7721,-87.6677,1.0,0::14,0::Teen 12-17,0::Male,,0::Injured,0::Victim
646410,2016-09-01,Illinois,Chicago,0,1,Shot - Wounded/Injured,41.8902,-87.7162,1.0,0::16,0::Teen 12-17,0::Male,,0::Injured,0::Victim
645010,2016-09-01,Michigan,Detroit,1,0,"Shot - Dead (murder, accidental, suicide)||Armed robbery with injury/death and/or evidence of DGU found",42.2757,-83.1462,1.0,0::58,0::Adult 18+,0::Male,,0::Killed,0::Victim
646414,2016-09-01,Illinois,Chicago,0,1,Shot - Wounded/Injured,41.8759,-87.7453,1.0,0::29,0::Adult 18+,0::Male,,0::Injured,0::Victim
645028,2016-09-01,Oklahoma,Altus,1,0,"Shot - Dead (murder, accidental, suicide)",,,1.0,0::32||1::19,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect
862524,2016-09-01,Pennsylvania,Pittsburgh,0,0,Non-Shooting Incident||Drug involvement||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person,40.368,-79.8939,1.0,0::45,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
646043,2016-09-01,Arizona,Phoenix,1,0,"Shot - Dead (murder, accidental, suicide)||Bar/club incident - in or around establishment",33.5969,-112.01299999999999,1.0,1::36||2::31||3::38||4::36,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,,0::Killed||1::Arrested||2::Arrested||3::Arrested||4::Arrested,0::Victim||1::Subject-Suspect||2::Subject-Suspect||3::Subject-Suspect||4::Subject-Suspect
646932,2016-09-01,Mississippi,Jackson,0,0,Drug involvement||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes),32.297,-90.1856,1.0,,,,,,
659105,2016-09-01,South Carolina,North Charleston,1,0,"Shot - Dead (murder, accidental, suicide)",32.8402,-79.9596,1.0,0::32,0::Adult 18+,0::Male,,0::Killed,0::Victim
646432,2016-09-01,Illinois,Chicago,0,1,Shot - Wounded/Injured,41.9302,-87.7116,1.0,0::19,0::Adult 18+,0::Male,,0::Injured,0::Victim
647582,2016-09-01,Texas,Longview,0,0,Non-Shooting Incident||Drug involvement||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person||Stolen/Illegally owned gun{s} recovered during arrest/warrant,32.4908,-94.7179,5.0,0::35,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
892966,2016-09-01,West Virginia,Charleston,0,0,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person,38.3496,-81.6325,1.0,0::36,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
646440,2016-09-01,Iowa,Des Moines,0,0,"Shots Fired - No Injuries||Drive-by (car to street, car to car)",41.5914,-93.5944,1.0,,,,,,
646446,2016-09-01,Virginia,Newport News,0,1,Shot - Wounded/Injured,36.9795,-76.4163,1.0,0::21,0::Adult 18+,0::Male,,0::Injured,0::Victim
646448,2016-09-01,Virginia,Newport News,0,2,Shot - Wounded/Injured,36.99,-76.4197,1.0,0::12||1::14,0::Teen 12-17||1::Teen 12-17,0::Male||1::Female,,0::Injured||1::Injured,0::Victim||1::Victim
646939,2016-09-01,Nevada,Carson City,0,0,Non-Shooting Incident||Defensive Use||Defensive Use - Victim stops crime||Defensive use - No shots fired||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )||Brandishing/flourishing/open carry/lost/found,39.1908,-119.773,1.0,1::19,0::Adult 18+||1::Adult 18+,0::Male||1::Female,,"0::Unharmed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
645054,2016-09-01,Missouri,Saint Louis,0,1,Shot - Wounded/Injured,38.7017,-90.2599,1.0,0::44||1::54,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
647773,2016-09-01,Colorado,Denver (Federal Heights),0,1,Shot - Wounded/Injured,39.8493,-104.971,1.0,0::35,0::Adult 18+,0::Female,,0::Injured,0::Victim
