incident_id,date,state,city_or_county,n_killed,n_injured,incident_characteristics,latitude,longitude,n_guns_involved,participant_age,participant_age_group,participant_gender,participant_relationship,participant_status,participant_type
173114,2014-08-01,California,Los Angeles,2,0,"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Domestic Violence",34.2278,-118.45200000000001,,0::41||1::44,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,0::Killed||1::Killed,0::Victim||1::Subject-Suspect
168072,2014-08-01,North Carolina,Fayetteville,0,1,Shot - Wounded/Injured,35.0854,-78.9828,,0::20||1::19,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
168505,2014-08-01,Illinois,Peoria,0,0,Home Invasion||Home Invasion - No death or injury||Armed robbery with injury/death and/or evidence of DGU found||Possession (gun(s) found during commission of other crimes),40.7127,-89.5955,,0::25,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,0::Unharmed||1::Unharmed||2::Unharmed,0::Victim||1::Victim||2::Victim||3::Subject-Suspect||4::Subject-Suspect
169766,2014-08-01,Mississippi,Jackson,0,1,Shot - Wounded/Injured,32.2612,-90.2193,,,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
167811,2014-08-01,Illinois,Chicago,0,1,"Shot - Wounded/Injured||Gang involvement||Drive-by (car to street, car to car)||Possession (gun(s) found during commission of other crimes)",41.9909,-87.6654,,0::19,0::Adult 18+,0::Male,,0::Injured,0::Victim
191399,2014-08-01,Colorado,Denver,0,0,TSA Action,39.8496,-104.67399999999999,,,,,,,
168246,2014-08-01,California,Antioch,0,1,Shot - Wounded/Injured||Road rage,37.9646,-121.805,,0::32,0::Adult 18+,0::Male,,0::Injured,0::Victim
169739,2014-08-01,Mississippi,Meridian,0,0,Armed robbery with injury/death and/or evidence of DGU found,32.4013,-88.7127,,,0::Adult 18+||1::Adult 18+,1::Male,,0::Unharmed||1::Unharmed,0::Victim||1::Subject-Suspect
167808,2014-08-01,Illinois,Chicago,0,1,Shot - Wounded/Injured||Gang involvement||Possession (gun(s) found during commission of other crimes),41.8731,-87.7012,,0::26,0::Adult 18+,0::Male,,0::Injured,0::Victim
191398,2014-08-01,Illinois,Bloomington,0,0,TSA Action,40.4862,-88.9117,,,,,,,
168240,2014-08-01,California,Oakland,0,1,Shot - Wounded/Injured,37.7822,-122.219,,0::13,0::Teen 12-17,0::Female,,0::Injured,0::Victim
169341,2014-08-01,Alabama,Huntsville,0,0,Drug involvement||Armed robbery with injury/death and/or evidence of DGU found,34.7624,-86.6197,,,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Female||1::Female||2::Male,,0::Unharmed||1::Unharmed||2::Unharmed,0::Victim||1::Victim||2::Subject-Suspect
167603,2014-08-01,Pennsylvania,Pittsburgh,1,0,"Shot - Dead (murder, accidental, suicide)",40.4759,-80.0031,,0::21,0::Adult 18+,0::Male,,0::Killed,0::Victim
178198,2014-08-01,Massachusetts,Waltham,0,1,Home Invasion||Home Invasion - Resident injured||Armed robbery with injury/death and/or evidence of DGU found||Pistol-whipping,42.403,-71.2328,,2::19||3::20||4::21,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+,0::Male||1::Female||2::Male||3::Male||4::Male||5::Male||6::Male,,0::Injured||1::Unharmed||2::Unharmed||3::Unharmed||4::Unharmed||5::Unharmed||6::Unharmed,0::Victim||1::Victim||2::Subject-Suspect||3::Subject-Suspect||4::Subject-Suspect||5::Subject-Suspect||6::Subject-Suspect
