incident_id,date,state,city_or_county,n_killed,n_injured,incident_characteristics,latitude,longitude,n_guns_involved,participant_age,participant_age_group,participant_gender,participant_relationship,participant_status,participant_type
740176,2017-01-01,Tennessee,Memphis,1,0,"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",35.067,-89.9156,1.0,0::18||1::17||2::22,0::Adult 18+||1::Teen 12-17||2::Adult 18+,0::Female||1::Male||2::Male,,"0::Killed||1::Unharmed, Arrested||2::Unharmed, Arrested",0::Victim||1::Subject-Suspect||2::Subject-Suspect
740470,2017-01-01,Mississippi,Jackson,0,1,Shot - Wounded/Injured,32.2563,-90.3067,1.0,0::27,0::Adult 18+,0::Male,,0::Injured,0::Victim
739785,2017-01-01,Missouri,Florissant,1,0,"Shot - Dead (murder, accidental, suicide)",38.8252,-90.2628,1.0,0::41,0::Adult 18+,0::Male,,0::Killed,0::Victim
741266,2017-01-01,Massachusetts,Lynn,0,0,Shots Fired - No Injuries,42.4841,-70.9402,1.0,,,,,,
741267,2017-01-01,Massachusetts,Lynn,0,0,Shots Fired - No Injuries,42.4688,-70.9406,1.0,,,,,,
742078,2017-01-01,Kansas,Hiawatha (Hamlin),0,0,Non-Shooting Incident||Domestic Violence||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person||Brandishing/flourishing/open carry/lost/found,39.8581,-95.5401,1.0,0::34,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
741548,2017-01-01,Florida,Jacksonville,0,0,Shots Fired - No Injuries||ATF/LE Confiscation/Raid/Arrest||Criminal act with stolen gun||Possession (gun(s) found during commission of other crimes)||Stolen/Illegally owned gun{s} recovered during arrest/warrant,30.3316,-81.6059,2.0,0::23||1::23,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,"0::Unharmed, Arrested||1::Unharmed, Arrested",0::Subject-Suspect||1::Subject-Suspect
746841,2017-01-01,Illinois,Peoria,0,0,"Shots Fired - No Injuries||Shots fired, no action (reported, no evidence found)",40.7071,-89.5957,1.0,,,,,,
740472,2017-01-01,Tennessee,Fall Branch,0,0,Non-Shooting Incident||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff||Domestic Violence||Kidnapping/abductions/hostage||Brandishing/flourishing/open carry/lost/found,36.4018,-82.6604,1.0,,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
855599,2017-01-01,West Virginia,Wheeling,0,0,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person,40.0685,-80.6951,1.0,0::45,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
739543,2017-01-01,Nevada,Las Vegas,1,0,"Shot - Dead (murder, accidental, suicide)||Non-Aggression Incident||Accidental Shooting||Accidental Shooting - Death||Accidental/Negligent Discharge",36.1222,-115.14200000000001,1.0,0::22,0::Adult 18+,0::Female,,0::Killed,0::Victim
818753,2017-01-01,West Virginia,Hancock (county),0,0,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person,40.4172,-80.5659,8.0,0::53,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
744167,2017-01-01,South Carolina,Georgetown,0,1,Shot - Wounded/Injured,33.5058,-79.3358,1.0,1::21,0::Adult 18+||1::Adult 18+,1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
740892,2017-01-01,Ohio,Cleveland,0,1,Shot - Wounded/Injured,41.5202,-81.6288,1.0,0::34,0::Adult 18+,,,0::Injured,0::Victim
747532,2017-01-01,Texas,Calvert,0,1,Shot - Wounded/Injured||Officer Involved Incident||Officer Involved Shooting - Officer shot||Police Targeted,31.0627,-96.6927,1.0,1::36,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,"0::Injured||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
785801,2017-01-01,Ohio,Elyria,0,1,Shot - Wounded/Injured,41.3722,-82.113,1.0,0::48||1::37,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Arrested,0::Victim||1::Subject-Suspect
739439,2017-01-01,Illinois,Chicago,1,0,"Shot - Dead (murder, accidental, suicide)",41.8793,-87.7406,1.0,0::39,0::Adult 18+,0::Male,,0::Killed,0::Victim
740466,2017-01-01,Tennessee,Nolensville,1,0,"Shot - Dead (murder, accidental, suicide)",35.9476,-86.6957,1.0,0::43||1::18||2::20,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,"0::Killed||1::Unharmed, Arrested||2::Unharmed, Arrested",0::Victim||1::Subject-Suspect||2::Subject-Suspect
742678,2017-01-01,Ohio,Oak Hill,0,1,Shot - Wounded/Injured||Accidental Shooting||Accidental Shooting - Injury||Accidental/Negligent Discharge||Self-Inflicted (not suicide or suicide attempt - NO PERP),38.8986,-82.5603,1.0,,0::Adult 18+,0::Male,,0::Injured,0::Victim
741306,2017-01-01,Virginia,Richmond,0,0,Shots Fired - No Injuries,37.5229,-77.498,1.0,,,,,,
740694,2017-01-01,North Carolina,Wilmington,0,2,Shot - Wounded/Injured||Bar/club incident - in or around establishment,34.2435,-77.8724,1.0,0::32||1::32,0::Adult 18+||1::Adult 18+,0::Male||1::Female,,0::Injured||1::Injured,0::Victim||1::Victim
747002,2017-01-01,Illinois,Peoria,0,0,Shots Fired - No Injuries,40.6913,-89.609,1.0,,,,,,
740112,2017-01-01,Missouri,Mexico,0,1,Shot - Wounded/Injured||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator ),39.1764,-91.8801,1.0,0::25||1::22,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,"0::Injured||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
756776,2017-01-01,Missouri,Silex,0,0,Shots Fired - No Injuries,39.103,-91.1084,1.0,0::17,0::Teen 12-17,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
739710,2017-01-01,Oregon,Bend (Sunriver),0,1,Shot - Wounded/Injured||Accidental Shooting||Accidental Shooting - Injury||Accidental/Negligent Discharge||Defensive Use||Defensive Use - WITHOUT a gun||House party||Domestic Violence||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )||Brandishing/flourishing/open carry/lost/found,43.8997,-121.42399999999999,1.0,1::21,0::Adult 18+||1::Adult 18+,0::Female||1::Male,1::Significant others - current or former,0::Injured||1::Arrested,0::Victim||1::Subject-Suspect
