incident_id,date,state,city_or_county,n_killed,n_injured,incident_characteristics,latitude,longitude,n_guns_involved,participant_age,participant_age_group,participant_gender,participant_relationship,participant_status,participant_type
185034,2014-09-01,Louisiana,New Orleans,0,1,Shot - Wounded/Injured,29.9575,-90.0926,,0::20||1::26,0::Adult 18+||1::Adult 18+,0::Male||1::Female,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
184885,2014-09-01,Delaware,Wilmington,0,1,Shot - Wounded/Injured,39.7415,-75.5426,,0::19,0::Adult 18+,0::Male,,0::Injured,0::Victim
184726,2014-09-01,Missouri,Ferguson,0,0,Armed robbery with injury/death and/or evidence of DGU found,38.7572,-90.2797,,,0::Teen 12-17,0::Male,,0::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect
184576,2014-09-01,South Carolina,Columbia,0,1,Shot - Wounded/Injured||Domestic Violence,34.0463,-81.0515,,1::34,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
216003,2014-09-01,California,Oakland,0,0,Brandishing/flourishing/open carry/lost/found,37.8011,-122.24600000000001,,,,0::Male||1::Male,,,0::Victim||1::Subject-Suspect
184372,2014-09-01,Ohio,Maple Heights,0,1,Shot - Wounded/Injured,41.4156,-81.5373,,,0::Adult 18+,0::Male,,0::Injured,0::Victim
187700,2014-09-01,Arkansas,Benton,0,1,Shot - Wounded/Injured,34.543,-92.5937,,1::62,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
184172,2014-09-01,New Mexico,Albuquerque,0,1,Shot - Wounded/Injured,35.1858,-106.572,,1::36,1::Adult 18+,0::Male||1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
185935,2014-09-01,Pennsylvania,York,0,3,Shot - Wounded/Injured,39.9537,-76.7455,,0::17||1::16||2::18,0::Teen 12-17||1::Teen 12-17||2::Adult 18+,0::Male||1::Male||2::Female,,0::Injured||1::Injured||2::Injured,0::Victim||1::Victim||2::Victim
183984,2014-09-01,Michigan,Lansing,0,1,Shot - Wounded/Injured,42.7283,-84.5626,,,0::Adult 18+,0::Male,,0::Injured,0::Victim
868382,2014-09-01,Pennsylvania,Franklin (county),0,0,Non-Shooting Incident||Drug involvement||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person,,,1.0,0::29,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
185944,2014-09-01,Pennsylvania,Harrisburg,0,0,Non-Shooting Incident||Armed robbery with injury/death and/or evidence of DGU found,40.2567,-76.8352,1.0,1::21,0::Adult 18+||1::Adult 18+,1::Male,,0::Unharmed||1::Unharmed,0::Victim||1::Subject-Suspect
185229,2014-09-01,Illinois,Alton,0,0,Road rage||Possession (gun(s) found during commission of other crimes),38.8879,-90.1621,,,0::Adult 18+,0::Male,,0::Unharmed,0::Subject-Suspect
275854,2014-09-01,Pennsylvania,Philadelphia,0,1,Shot - Wounded/Injured,39.9672,-75.2056,,0::36,0::Adult 18+,0::Male,,0::Injured,0::Victim
275729,2014-09-01,Pennsylvania,Philadelphia,0,1,Shot - Wounded/Injured,40.029,-75.168,,,0::Adult 18+,0::Female,,0::Injured,0::Victim
183773,2014-09-01,Wisconsin,Milwaukee,1,0,"Shot - Dead (murder, accidental, suicide)||Defensive Use||Gang involvement||Armed robbery with injury/death and/or evidence of DGU found||Possession (gun(s) found during commission of other crimes)",43.0232,-87.9126,,0::15||1::30,0::Teen 12-17||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect
417354,2014-09-01,Louisiana,Lafayette,0,0,Non-Shooting Incident||Possession (gun(s) found during commission of other crimes)||Stolen/Illegally owned gun{s} recovered during arrest/warrant,30.2339,-92.0094,8.0,0::38,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
184567,2014-09-01,South Carolina,Greenville,1,1,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^||Officer Involved Incident||Officer Involved Shooting - Officer shot||Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff||Spree Shooting (multiple victims, multiple locations)",34.8533,-82.3883,,1::23,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Killed,0::Victim||1::Subject-Suspect
