incident_id,date,state,city_or_county,n_killed,n_injured,incident_characteristics,latitude,longitude,n_guns_involved,participant_age,participant_age_group,participant_gender,participant_relationship,participant_status,participant_type
104675,2014-02-01,Illinois,Chicago,2,1,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Gang involvement||Brandishing/flourishing/open carry/lost/found",41.8781,-87.6298,,,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male||3::Male,,0::Killed||1::Killed||2::Injured||3::Unharmed,0::Victim||1::Victim||2::Victim||3::Subject-Suspect
102905,2014-02-01,New York,Rochester,1,0,"Shot - Dead (murder, accidental, suicide)",43.1917,-77.6311,,0::35||1::23||2::32,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,0::Killed||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect
103247,2014-02-01,Pennsylvania,Philadelphia,0,1,Shot - Wounded/Injured,39.9963,-75.1741,,0::24||1::26||2::20,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,0::Injured||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect
104653,2014-02-01,Virginia,Hampton,0,0,Armed robbery with injury/death and/or evidence of DGU found||Car-jacking||Possession (gun(s) found during commission of other crimes),37.0069,-76.3886,,2::19,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Female||2::Male,,0::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect
102851,2014-02-01,California,San Francisco,0,1,Shots Fired - No Injuries,37.7329,-122.37899999999999,,,0::Adult 18+,0::Female,,0::Injured,0::Victim
113519,2014-02-01,New Mexico,Las Cruces,0,1,Shot - Wounded/Injured||Armed robbery with injury/death and/or evidence of DGU found||Brandishing/flourishing/open carry/lost/found,32.2834,-106.76899999999999,,,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,0::Injured||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect
103135,2014-02-01,Texas,Mesquite,2,0,"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Domestic Violence",32.8121,-96.6424,,0::32||1::55,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Killed,0::Victim||1::Victim
103724,2014-02-01,North Carolina,Wilmington,0,0,Armed robbery with injury/death and/or evidence of DGU found,34.2537,-77.8484,,,0::Adult 18+,0::Female,,0::Unharmed,0::Victim
102844,2014-02-01,California,Fremont,0,0,"Shots fired, no action (reported, no evidence found)||Brandishing/flourishing/open carry/lost/found",37.5765,-121.977,,0::31,0::Adult 18+,0::Male,,0::Unharmed,0::Subject-Suspect
112203,2014-02-01,Ohio,Grove City,0,0,Armed robbery with injury/death and/or evidence of DGU found||Implied Weapon,39.8409,-83.0731,,0::30,0::Adult 18+,0::Male,,0::Unharmed,0::Subject-Suspect
103128,2014-02-01,Mississippi,Jackson,0,1,Shot - Wounded/Injured,32.3138,-90.18799999999999,,0::35,0::Adult 18+,0::Male,,0::Injured,0::Victim
103720,2014-02-01,North Carolina,Wilmington,0,0,Home Invasion||Armed robbery with injury/death and/or evidence of DGU found,34.1885,-77.9183,,,,1::Male||2::Male||3::Male,,,0::Victim||1::Subject-Suspect||2::Subject-Suspect||3::Subject-Suspect
102842,2014-02-01,Louisiana,New Orleans,0,1,Shot - Wounded/Injured||Brandishing/flourishing/open carry/lost/found,30.0323,-90.0266,,1::19,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
110974,2014-02-01,Georgia,Cumming,0,0,Shots Fired - No Injuries||Accidental Shooting||Cleaning gun,34.2183,-84.2116,,,,,,,
103115,2014-02-01,Alabama,Montgomery,0,3,Shot - Wounded/Injured,32.3266,-86.2594,,0::24||1::24||2::25,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,0::Injured||1::Injured||2::Injured,0::Victim||1::Victim||2::Victim
103644,2014-02-01,Alabama,Millbrook,0,0,Armed robbery with injury/death and/or evidence of DGU found,32.5113,-86.3806,,,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Unharmed||1::Unharmed,0::Victim||1::Subject-Suspect
102783,2014-02-01,Indiana,Bloomington,0,0,Armed robbery with injury/death and/or evidence of DGU found,39.1615,-86.4913,,,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Female||1::Female||2::Male,,0::Unharmed||1::Unharmed||2::Unharmed,0::Victim||1::Victim||2::Subject-Suspect
105157,2014-02-01,Delaware,Wilmington,0,0,Possession (gun(s) found during commission of other crimes)||Gun(s) stolen from owner,39.7573,-75.5248,,0::23,0::Adult 18+,0::Male,,0::Unharmed,0::Subject-Suspect
102916,2014-02-01,Ohio,Cincinnati,1,0,"Shot - Dead (murder, accidental, suicide)||Brandishing/flourishing/open carry/lost/found",39.1376,-84.4758,,0::20||1::20||2::22,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,0::Killed||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect
103313,2014-02-01,Ohio,Dayton,0,0,Animal shot/killed||Defensive Use,39.778,-84.2157,,,,,,,0::Victim||1::Subject-Suspect||2::Subject-Suspect
102757,2014-02-01,Indiana,Indianapolis,0,1,Shot - Wounded/Injured||Brandishing/flourishing/open carry/lost/found,39.8083,-86.1758,,,0::Adult 18+,0::Male,,0::Injured,0::Victim||1::Subject-Suspect
104806,2014-02-01,Mississippi,Gulfport,0,0,Armed robbery with injury/death and/or evidence of DGU found,30.4575,-89.0696,,0::58,0::Adult 18+,0::Female,,0::Unharmed,0::Subject-Suspect
102912,2014-02-01,Missouri,Springfield,0,1,Shot - Wounded/Injured,37.209,-93.2923,,,1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Female,,0::Injured||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect
103256,2014-02-01,Kentucky,Arjay,0,0,Officer Involved Incident,36.8293,-83.6398,,0::44||1::37,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Unharmed||1::Unharmed,0::Subject-Suspect||1::Subject-Suspect
102745,2014-02-01,Michigan,Big Rapids,0,1,Shot - Wounded/Injured||Brandishing/flourishing/open carry/lost/found,43.6896,-85.5045,,1::20,1::Adult 18+,0::Male||1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
102886,2014-02-01,Washington,Spanaway,1,0,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",47.0983,-122.435,,0::21,0::Adult 18+,0::Male,,0::Killed,0::Subject-Suspect
103191,2014-02-01,Florida,Clay County,0,1,Shot - Wounded/Injured||Brandishing/flourishing/open carry/lost/found,30.1597,-81.757,,0::49||1::42,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
102807,2014-02-01,New Mexico,Albuquerque,0,0,Armed robbery with injury/death and/or evidence of DGU found,35.1057,-106.574,,,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Unharmed||1::Unharmed,0::Subject-Suspect||1::Subject-Suspect
103052,2014-02-01,California,Redding,0,1,Shot - Wounded/Injured,40.5894,-122.35799999999999,,0::34,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
102605,2014-02-01,Colorado,Highlands Ranch,2,0,"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide",39.556999999999995,-104.98200000000001,,0::15||1::46,0::Teen 12-17||1::Adult 18+,0::Male||1::Female,,0::Killed||1::Killed,0::Victim||1::Victim
308657,2014-02-01,South Carolina,Greer,0,1,Shot - Wounded/Injured||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator shot||Brandishing/flourishing/open carry/lost/found,34.9969,-82.2884,,0::40,0::Adult 18+,0::Male,,"0::Injured, Arrested",0::Subject-Suspect
105150,2014-02-01,Delaware,Wilmington,0,0,Armed robbery with injury/death and/or evidence of DGU found,39.7289,-75.5755,1.0,0::11,0::Child 0-11||1::Teen 12-17||2::Teen 12-17,0::Male,,0::Unharmed||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect
104316,2014-02-01,Tennessee,Soddy Daisy,0,1,Shot - Wounded/Injured,35.2625,-85.2245,1.0,,,0::Male,,0::Injured,0::Victim||1::Subject-Suspect
102627,2014-02-01,Georgia,Atlanta,1,0,"Shot - Dead (murder, accidental, suicide)",33.6099,-84.4704,1.0,1::20,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect
103355,2014-02-01,Indiana,Evansville,0,0,Non-Shooting Incident||BB/Pellet/Replica gun||Brandishing/flourishing/open carry/lost/found,37.9866,-87.4927,1.0,,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,,0::Subject-Suspect||1::Subject-Suspect
103132,2014-02-01,Alabama,Pinson,0,0,Non-Shooting Incident||Armed robbery with injury/death and/or evidence of DGU found,33.5283,-86.71,1.0,,0::Adult 18+,0::Male,,0::Unharmed,0::Subject-Suspect
103396,2014-02-01,Washington,Seattle,0,1,Shot - Wounded/Injured,47.5235,-122.279,1.0,0::17,0::Teen 12-17,0::Male,,0::Injured,0::Victim
103428,2014-02-01,Louisiana,Harvey,0,0,Non-Shooting Incident||Armed robbery with injury/death and/or evidence of DGU found,29.8816,-90.0524,1.0,,0::Adult 18+||1::Adult 18+,0::Male||1::Female,,0::Unharmed||1::Unharmed,0::Victim||1::Victim
412594,2014-02-01,New Hampshire,Durham,0,0,Non-Shooting Incident||Drug involvement||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person,43.1318,-70.926,1.0,0::34,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
279990,2014-02-01,Pennsylvania,Pittsburgh,0,1,Shot - Wounded/Injured,40.4649,-79.9275,,0::15||1::18,0::Teen 12-17||1::Adult 18+,0::Male||1::Male,,"0::Injured||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
102854,2014-02-01,Louisiana,Jefferson Parish,1,0,"Shot - Dead (murder, accidental, suicide)",,,1.0,0::18||1::19,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
