incident_id,date,state,city_or_county,n_killed,n_injured,incident_characteristics,latitude,longitude,n_guns_involved,participant_age,participant_age_group,participant_gender,participant_relationship,participant_status,participant_type
811713,2017-04-01,Massachusetts,Lynn,0,0,Shots Fired - No Injuries,42.4576,-70.9644,1.0,,,,,,
811715,2017-04-01,Massachusetts,Lynn,0,0,Shots Fired - No Injuries,42.4615,-70.9656,1.0,,,,,,
810683,2017-04-01,Illinois,Rockford,0,0,"Shots Fired - No Injuries||Drive-by (car to street, car to car)",42.2762,-89.1021,1.0,,,0::Male||1::Male,,0::Unharmed||1::Unharmed,0::Subject-Suspect||1::Subject-Suspect
809352,2017-04-01,Louisiana,New Iberia,1,0,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Domestic Violence",30.011,-91.8383,1.0,,0::Adult 18+,0::Male,,0::Killed,0::Subject-Suspect
809815,2017-04-01,California,Pittsburg,0,5,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||House party",38.0053,-121.895,1.0,5::23,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male,,0::Injured||1::Injured||2::Injured||3::Injured||4::Injured||5::Arrested,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect
810708,2017-04-01,Michigan,Detroit,0,2,Shot - Wounded/Injured,42.3429,-83.0645,1.0,,,,,0::Injured||1::Injured,0::Victim||1::Victim
810713,2017-04-01,Michigan,Detroit,0,2,Shot - Wounded/Injured,42.3648,-83.0865,1.0,,,,,0::Injured||1::Injured,0::Victim||1::Victim
813122,2017-04-01,Oklahoma,Tulsa,0,1,Shot - Wounded/Injured||Institution/Group/Business||Non-Aggression Incident||Accidental Shooting||Accidental Shooting - Injury||Accidental Shooting at a Business||Accidental/Negligent Discharge||Gun range/gun shop/gun show shooting,36.1334,-95.9309,1.0,,0::Adult 18+||1::Adult 18+,0::Male||1::Male,1::Co-worker,"0::Injured||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
810722,2017-04-01,Michigan,Detroit,0,1,Shot - Wounded/Injured,42.3349,-83.0426,1.0,,,,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
810725,2017-04-01,Michigan,Detroit,0,1,Shot - Wounded/Injured,42.3836,-82.9935,1.0,,,,,0::Injured,0::Victim
810546,2017-04-01,South Carolina,Rock Hill,0,0,Shots Fired - No Injuries,34.974000000000004,-80.9974,1.0,,,,,,
809329,2017-04-01,Massachusetts,Brockton,0,0,Shots Fired - No Injuries,42.0755,-71.0158,1.0,,,,,,
810029,2017-04-01,Utah,Cedar City,0,0,"Shots Fired - No Injuries||Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)",37.662,-113.098,1.0,0::32,0::Adult 18+,0::Male,,0::Arrested,0::Subject-Suspect
810699,2017-04-01,Illinois,Danville,0,0,Shots Fired - No Injuries,40.1247,-87.5997,1.0,,,,,,
809364,2017-04-01,California,Sacramento,0,1,"Shot - Wounded/Injured||Drive-by (car to street, car to car)",38.6653,-121.508,1.0,,,,,0::Injured,0::Victim
809975,2017-04-01,Maryland,Frederick,0,0,Shots Fired - No Injuries,39.4452,-77.4423,1.0,,,,,,
810749,2017-04-01,Texas,Houston,1,0,"Shot - Dead (murder, accidental, suicide)||Armed robbery with injury/death and/or evidence of DGU found",29.7325,-95.3577,1.0,0::44,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,1::Armed Robbery||2::Armed Robbery,0::Killed||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect
810368,2017-04-01,Maryland,Annapolis,0,0,Non-Shooting Incident||Possession (gun(s) found during commission of other crimes)||Brandishing/flourishing/open carry/lost/found,38.9779,-76.4874,1.0,0::21,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
875542,2017-04-01,Illinois,Decatur,0,1,Shot - Wounded/Injured||Armed robbery with injury/death and/or evidence of DGU found,39.8355,-88.9356,1.0,1::28,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,"0::Injured||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
836307,2017-04-01,Massachusetts,Boston,0,0,Non-Shooting Incident||Drug involvement||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes),42.2978,-71.0568,1.0,,,0::Male||1::Male||2::Male,,"0::Unharmed, Arrested||1::Unharmed, Arrested||2::Unharmed, Arrested",0::Subject-Suspect||1::Subject-Suspect||2::Subject-Suspect
809948,2017-04-01,Texas,Houston,0,1,Shot - Wounded/Injured,29.9503,-95.405,1.0,,0::Adult 18+,0::Male,,0::Injured,0::Victim
809772,2017-04-01,California,San Diego,1,1,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",32.7394,-117.1,1.0,0::26||1::29||2::21||3::20,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,,"0::Killed||1::Injured||2::Unharmed, Arrested||3::Unharmed, Arrested",0::Victim||1::Victim||2::Subject-Suspect||3::Subject-Suspect
810773,2017-04-01,Texas,Corpus Christi,0,0,Shots Fired - No Injuries||Drug involvement||Possession (gun(s) found during commission of other crimes),27.795,-97.3989,1.0,0::19||1::33,0::Adult 18+||1::Adult 18+,0::Male||1::Male,0::Armed Robbery||1::Armed Robbery,"0::Unharmed, Arrested||1::Unharmed, Arrested",0::Subject-Suspect||1::Subject-Suspect
812399,2017-04-01,California,Big Bear City,0,0,Shots Fired - No Injuries,34.2576,-116.85,1.0,,,,,,
811833,2017-04-01,Alaska,Akiachak,0,0,Non-Shooting Incident||Officer Involved Incident||Officer Involved Incident - Weapon involved but no shots fired||Brandishing/flourishing/open carry/lost/found,60.8764,-161.403,1.0,,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
809708,2017-04-01,Illinois,Chicago,0,1,"Shot - Wounded/Injured||Drive-by (car to street, car to car)",41.8954,-87.7175,1.0,0::21,0::Adult 18+,0::Male,,0::Injured,0::Victim
