incident_id,date,state,city_or_county,n_killed,n_injured,incident_characteristics,latitude,longitude,n_guns_involved,participant_age,participant_age_group,participant_gender,participant_relationship,participant_status,participant_type
215768,2014-11-01,New Mexico,Pojoaque,0,0,Gun(s) stolen from owner,35.6903,-105.939,,,,,,,
214233,2014-11-01,Kansas,Wichita,0,0,Shots Fired - No Injuries,37.6889,-97.3361,,0::4||1::34,0::Child 0-11||1::Adult 18+,,,0::Unharmed||1::Unharmed||2::Unharmed||3::Unharmed||4::Unharmed||5::Unharmed||6::Unharmed,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim
214538,2014-11-01,California,Stockton,1,0,"Shot - Dead (murder, accidental, suicide)",37.9539,-121.26299999999999,,0::23,0::Adult 18+,0::Male,,0::Killed,0::Victim
215092,2014-11-01,Tennessee,Memphis,1,0,"Shot - Dead (murder, accidental, suicide)",35.0544,-89.8655,,0::57||1::24||2::23,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Female||2::Male,,0::Killed||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect
214222,2014-11-01,Pennsylvania,Upper St. Clair,1,0,"Shot - Dead (murder, accidental, suicide)",40.3172,-80.0683,,0::27||1::28,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect
219145,2014-11-01,California,Oakland,0,0,Car-jacking||Brandishing/flourishing/open carry/lost/found,37.7712,-122.212,,,,0::Male||1::Male,,,0::Victim||1::Subject-Suspect
214533,2014-11-01,California,Marina,0,0,Brandishing/flourishing/open carry/lost/found,36.6902,-121.791,,0::44,0::Adult 18+,0::Male,,0::Unharmed,0::Subject-Suspect
215049,2014-11-01,Texas,Houston,1,0,"Shot - Dead (murder, accidental, suicide)",29.9361,-95.398,,0::21,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,0::Killed||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect
214190,2014-11-01,Pennsylvania,Hazleton,0,2,Shot - Wounded/Injured,40.9612,-75.9712,,,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Injured,0::Victim||1::Victim
219137,2014-11-01,California,Oakland,0,0,Brandishing/flourishing/open carry/lost/found,37.8021,-122.28299999999999,,,,0::Male||1::Male,,,0::Victim||1::Subject-Suspect
214531,2014-11-01,California,San Francisco,1,0,"Shot - Dead (murder, accidental, suicide)",37.7864,-122.44,,0::18,0::Adult 18+,0::Male,,0::Killed,0::Victim
215043,2014-11-01,North Carolina,Charlotte,0,1,Shot - Wounded/Injured,35.1368,-80.8959,,0::18,0::Adult 18+,0::Male,,0::Injured,0::Victim
214006,2014-11-01,Illinois,Chicago,0,1,Shot - Wounded/Injured,41.8978,-87.7726,,0::37,0::Adult 18+,0::Female,,0::Injured,0::Victim
219122,2014-11-01,California,Oakland,0,0,Brandishing/flourishing/open carry/lost/found,37.7861,-122.223,,,,0::Male||1::Male,,,0::Victim||1::Subject-Suspect
214352,2014-11-01,New York,Staten Island,0,1,Shot - Wounded/Injured||Armed robbery with injury/death and/or evidence of DGU found,40.6323,-74.1377,,,0::Adult 18+,0::Male,,0::Injured,0::Victim
214701,2014-11-01,New Mexico,Albuquerque,0,1,Shot - Wounded/Injured,35.0772,-106.605,,0::16,0::Teen 12-17,0::Male,,0::Injured,0::Victim
214004,2014-11-01,Illinois,Chicago,0,1,Shot - Wounded/Injured||Gang involvement,41.9315,-87.728,,0::19,0::Adult 18+,0::Male,,0::Injured,0::Victim
216059,2014-11-01,Kansas,Overland Park,0,0,Car-jacking||Brandishing/flourishing/open carry/lost/found,38.9195,-94.6674,,,,0::Female||1::Male||2::Male,,0::Unharmed||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect
214346,2014-11-01,Massachusetts,Brockton,0,1,Shot - Wounded/Injured,42.0999,-71.0287,,0::20,0::Adult 18+,0::Male,,0::Injured,0::Victim
214691,2014-11-01,Colorado,Colorado Springs,0,0,Possession (gun(s) found during commission of other crimes),38.9371,-104.74,,0::19,0::Adult 18+,0::Male,,0::Unharmed,0::Subject-Suspect
213998,2014-11-01,Illinois,Decatur,1,0,"Shot - Dead (murder, accidental, suicide)||Bar/club incident - in or around establishment",39.8608,-88.9546,,0::22||1::19,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect
216048,2014-11-01,Missouri,Sikeston,0,1,Shot - Wounded/Injured,36.8688,-89.6054,,,,0::Male,,0::Injured,0::Victim
214316,2014-11-01,Delaware,Dover,0,1,Shot - Wounded/Injured,39.1574,-75.5282,,,0::Adult 18+||1::Adult 18+,1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
214672,2014-11-01,Michigan,Grand Rapids,0,0,Shot - Wounded/Injured||Armed robbery with injury/death and/or evidence of DGU found,42.9312,-85.6656,,,,,,,0::Victim
213995,2014-11-01,Michigan,Kalamazoo,0,2,Shot - Wounded/Injured,42.2815,-85.6217,,0::20||1::22,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Injured,0::Victim||1::Victim
266855,2014-11-01,New Mexico,Santa Fe,0,0,Non-Shooting Incident||Gun(s) stolen from owner,35.6454,-105.93299999999999,1.0,,,,,,
214033,2014-11-01,South Carolina,Anderson,1,0,"Shot - Dead (murder, accidental, suicide)||Bar/club incident - in or around establishment",34.5076,-82.6697,,0::28||1::24,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
265985,2014-11-01,Colorado,Parker,0,0,Non-Shooting Incident||Gun(s) stolen from owner,39.5055,-104.777,1.0,,,,,,
217243,2014-11-01,Missouri,Platte County,1,0,"Shot - Dead (murder, accidental, suicide)",39.2147,-94.6738,1.0,0::27||1::27||2::30,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,"0::Killed||1::Unharmed, Arrested||2::Unharmed, Arrested",0::Victim||1::Subject-Suspect||2::Subject-Suspect
214355,2014-11-01,Wisconsin,Galesville,0,1,Shot - Wounded/Injured||Accidental Shooting||Accidental Shooting - Injury||Hunting accident,44.0968,-91.302,1.0,0::55,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
214461,2014-11-01,Indiana,Valparaiso,0,0,Brandishing/flourishing/open carry/lost/found,41.5493,-87.1415,1.0,,0::Adult 18+,0::Male,,0::Unharmed,0::Subject-Suspect||1::Victim
217785,2014-11-01,Texas,Dallas,0,0,TSA Action,32.8982,-97.0404,1.0,,,,,,
