incident_id,date,state,city_or_county,n_killed,n_injured,incident_characteristics,latitude,longitude,n_guns_involved,participant_age,participant_age_group,participant_gender,participant_relationship,participant_status,participant_type
691145,2016-11-01,California,Pomona,0,1,Shot - Wounded/Injured,34.0763,-117.75200000000001,1.0,0::12,0::Teen 12-17,0::Male,,0::Injured,0::Victim
693264,2016-11-01,Connecticut,Hartford,0,0,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes),41.7421,-72.7147,1.0,0::28||1::23,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,0::Arrested||1::Arrested,0::Subject-Suspect||1::Subject-Suspect
692479,2016-11-01,Texas,Mansfield,0,1,Shot - Wounded/Injured||BB/Pellet/Replica gun,32.5914,-97.11399999999999,1.0,,0::Adult 18+,0::Female,,0::Injured,0::Victim
690284,2016-11-01,Ohio,Brookville,1,1,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - Officer shot||Officer Involved Shooting - subject/suspect/perpetrator killed||Officer Involved Shooting - subject/suspect/perpetrator unarmed||Shootout (where VENN diagram of shooters and victims overlap)",39.8426,-84.4248,1.0,1::27||2::31,0::Adult 18+||1::Adult 18+||2::Adult 18+,1::Male||2::Female,,"0::Injured||1::Unharmed, Arrested||2::Killed",0::Victim||1::Subject-Suspect||2::Subject-Suspect
973724,2016-11-01,Illinois,Alton,0,0,Non-Shooting Incident||Home Invasion||Home Invasion - No death or injury||Possession (gun(s) found during commission of other crimes),38.9135,-90.1809,1.0,0::36,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
691326,2016-11-01,Delaware,Wilmington,1,0,"Shot - Dead (murder, accidental, suicide)",,,1.0,0::31,0::Adult 18+,0::Male,,0::Killed,0::Victim
694151,2016-11-01,Florida,Tampa (Temple Terrace),0,0,Shots Fired - No Injuries,28.0368,-82.3564,1.0,,,,,,
691599,2016-11-01,New York,Brooklyn,1,0,"Shot - Dead (murder, accidental, suicide)||Drug involvement||Possession of gun by felon or prohibited person",40.6692,-73.9206,1.0,0::31||1::26||2::31,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,"0::Killed||1::Unharmed, Arrested||2::Unharmed, Arrested",0::Victim||1::Subject-Suspect||2::Subject-Suspect
781154,2016-11-01,Alabama,Irvington,0,0,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person,30.4779,-88.2316,1.0,0::39,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
691283,2016-11-01,Tennessee,Antioch,0,0,"Shots Fired - No Injuries||Officer Involved Incident||Officer Involved Shooting - Shots fired, no injury||Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff",,,1.0,,0::Adult 18+,0::Male,,0::Unharmed,0::Subject-Suspect
691269,2016-11-01,Arkansas,Jonesboro,0,1,Shot - Wounded/Injured,,,1.0,0::17,0::Teen 12-17||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
691296,2016-11-01,Tennessee,Humboldt,0,1,Shot - Wounded/Injured,35.8333,-88.9008,1.0,0::36,0::Adult 18+,0::Male,,0::Injured,0::Victim
691298,2016-11-01,Kansas,Wichita,0,1,Shot - Wounded/Injured||Armed robbery with injury/death and/or evidence of DGU found,37.6732,-97.3744,1.0,0::31||1::18,0::Adult 18+||1::Adult 18+,0::Male||1::Male,1::Armed Robbery,"0::Injured||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
691138,2016-11-01,District of Columbia,Washington,0,0,"Institution/Group/Business||Non-Shooting Incident||Child Involved Incident||Child with gun - no shots fired||School Incident||Gun at school, no death/injury - elementary/secondary school||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)",38.8569,-76.9832,1.0,0::3,0::Child 0-11,0::Male,,0::Unharmed,0::Subject-Suspect
690312,2016-11-01,Iowa,Cedar Rapids,0,1,Shot - Wounded/Injured||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator shot,,,1.0,0::37,0::Adult 18+,0::Male,,"0::Injured, Arrested",0::Subject-Suspect
765890,2016-11-01,Florida,Tampa,1,0,"Shot - Dead (murder, accidental, suicide)",27.9326,-82.3653,1.0,0::26||1::22,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
831507,2016-11-01,Florida,Jacksonville,0,1,Institution/Group/Business||Non-Shooting Incident||Home Invasion||Home Invasion - Resident injured||Armed robbery with injury/death and/or evidence of DGU found||Pistol-whipping,30.2672,-81.6134,1.0,2::26,2::Adult 18+,0::Male||1::Male||2::Male,,"0::Injured||1::Unharmed||2::Unharmed, Arrested",0::Victim||1::Subject-Suspect||2::Subject-Suspect
871386,2016-11-01,South Carolina,Spartanburg,0,0,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person,34.9366,-81.9923,4.0,0::22,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
692561,2016-11-01,Maryland,Baltimore,0,0,Non-Shooting Incident||Drug involvement||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person,39.3201,-76.6095,1.0,0::23,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
690800,2016-11-01,Colorado,Canon City,0,1,Shot - Wounded/Injured,38.431,-105.20299999999999,1.0,,,0::Male,,0::Injured,0::Victim
692087,2016-11-01,California,Sacramento,0,0,Non-Shooting Incident||LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite||Possession (gun(s) found during commission of other crimes),38.4958,-121.46799999999999,2.0,,,1::Male,,0::Unharmed||1::Unharmed,0::Subject-Suspect||1::Subject-Suspect
692571,2016-11-01,Massachusetts,Fall River,0,0,"Shots Fired - No Injuries||Drive-by (car to street, car to car)||Brandishing/flourishing/open carry/lost/found",41.7111,-71.1554,2.0,,,0::Male||1::Male,,0::Unharmed||1::Unharmed,0::Subject-Suspect||1::Subject-Suspect
691428,2016-11-01,North Carolina,Winston Salem (Winston-salem),0,0,Shots Fired - No Injuries||Domestic Violence,36.1311,-80.3027,1.0,0::22,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
691323,2016-11-01,District of Columbia,Washington,0,2,Shot - Wounded/Injured,38.8421,-76.9882,1.0,,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Injured,0::Victim||1::Victim
691492,2016-11-01,Washington,Kent (Covington),0,2,Non-Shooting Incident||Home Invasion||Home Invasion - Resident injured||Armed robbery with injury/death and/or evidence of DGU found||Pistol-whipping,47.3715,-122.12700000000001,2.0,,0::Adult 18+||1::Adult 18+||4::Adult 18+,0::Male||1::Female||4::Male,,0::Injured||1::Injured||2::Unharmed||3::Unharmed||4::Unharmed,0::Victim||1::Victim||2::Subject-Suspect||3::Subject-Suspect||4::Subject-Suspect
691084,2016-11-01,Pennsylvania,Pottstown,0,1,Shot - Wounded/Injured,40.2472,-75.6537,1.0,1::40,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,"0::Injured||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
690958,2016-11-01,New York,Buffalo,0,2,"Shot - Wounded/Injured||Home Invasion||Home Invasion - Resident injured||Home Invasion - subject/suspect/perpetrator injured||Defensive Use||Defensive Use - Victim stops crime||Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator||Defensive Use - Stand Your Ground/Castle Doctrine established||Armed robbery with injury/death and/or evidence of DGU found",,,2.0,0::22,0::Adult 18+,1::Male,,"0::Injured||1::Injured, Arrested||2::Unharmed",0::Victim||1::Subject-Suspect||2::Subject-Suspect
690974,2016-11-01,North Carolina,Charlotte,0,0,Shots Fired - No Injuries,35.3164,-80.7253,1.0,,,,,,
691490,2016-11-01,Kansas,Wichita,0,1,"Shot - Wounded/Injured||Drive-by (car to street, car to car)",,,1.0,0::24,0::Adult 18+,0::Female,,0::Injured,0::Victim
691803,2016-11-01,Ohio,Cincinnati,0,1,"Shot - Wounded/Injured||Drive-by (car to street, car to car)",39.1158,-84.5233,1.0,,,0::Male,,0::Injured,0::Victim
696089,2016-11-01,Virginia,Newport News,0,0,Shots Fired - No Injuries,36.9889,-76.4223,1.0,,,0::Male,,0::Unharmed,0::Subject-Suspect
693027,2016-11-01,Iowa,Waterloo,1,0,"Shot - Dead (murder, accidental, suicide)",42.4954,-92.3193,1.0,0::22,0::Adult 18+,0::Male,,0::Killed,0::Victim
692364,2016-11-01,New Jersey,Bridgeton,0,0,Non-Shooting Incident||Drug involvement||Possession (gun(s) found during commission of other crimes),39.438,-75.2294,1.0,0::20,0::Adult 18+,0::Female,,0::Arrested,0::Subject-Suspect
690987,2016-11-01,Virginia,Norfolk,0,1,Shot - Wounded/Injured,36.9646,-76.2704,1.0,0::31,0::Adult 18+,0::Male||1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
690862,2016-11-01,Indiana,Indianapolis (Lawrence),0,1,Shot - Wounded/Injured||LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,,,1.0,,,0::Male||1::Male||2::Male,,"0::Injured||1::Unharmed, Arrested||2::Unharmed, Arrested",0::Victim||1::Subject-Suspect||2::Subject-Suspect
714209,2016-11-01,Ohio,Cleveland,0,0,Non-Shooting Incident||Car-jacking||Brandishing/flourishing/open carry/lost/found,41.4712,-81.7486,1.0,,0::Adult 18+||1::Adult 18+||2::Teen 12-17,0::Male||1::Male||2::Male,1::Armed Robbery||2::Armed Robbery,0::Unharmed||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect
691826,2016-11-01,Tennessee,Memphis,0,1,Shot - Wounded/Injured,,,1.0,,,,,0::Injured,0::Victim
690689,2016-11-01,Alabama,Birmingham,1,0,"Shot - Dead (murder, accidental, suicide)||Domestic Violence",,,1.0,0::25,0::Adult 18+||1::Adult 18+,0::Female||1::Male,1::Significant others - current or former,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect
691309,2016-11-01,Georgia,Atlanta,1,0,"Shot - Dead (murder, accidental, suicide)",,,1.0,,0::Adult 18+,0::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect
691316,2016-11-01,Georgia,Atlanta,1,0,"Shot - Dead (murder, accidental, suicide)",,,1.0,,0::Adult 18+||1::Adult 18+,0::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect
691000,2016-11-01,Oklahoma,Enid,1,0,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Drug involvement||LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite",36.3816,-97.8762,1.0,0::23||1::39,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect
691461,2016-11-01,Georgia,Union City,1,1,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",33.5685,-84.5187,1.0,,0::Adult 18+||1::Adult 18+,0::Male,,0::Killed||1::Injured,0::Victim||1::Victim
691849,2016-11-01,South Carolina,Beaufort,0,0,Shots Fired - No Injuries,32.4361,-80.6752,1.0,,,,,,
691038,2016-11-01,Pennsylvania,Philadelphia,0,0,Non-Shooting Incident||Drug involvement,39.909,-75.1512,1.0,0::25,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
691040,2016-11-01,Texas,San Antonio,1,0,"Shot - Dead (murder, accidental, suicide)",29.4255,-98.5214,1.0,,0::Adult 18+,0::Male,,0::Killed,0::Victim
690943,2016-11-01,Ohio,Columbus,0,1,Shot - Wounded/Injured,,,1.0,,0::Adult 18+,0::Male||1::Male||2::Male,,0::Injured||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect
