incident_id,date,state,city_or_county,n_killed,n_injured,incident_characteristics,latitude,longitude,n_guns_involved,participant_age,participant_age_group,participant_gender,participant_relationship,participant_status,participant_type
618562,2016-08-01,Indiana,Indianapolis,0,1,Shot - Wounded/Injured||Suicide - Attempt||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator shot||Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,39.7264,-86.14200000000001,,0::30,0::Adult 18+,0::Male,,0::Injured,0::Subject-Suspect
618787,2016-08-01,Indiana,Indianapolis,1,0,"Shot - Dead (murder, accidental, suicide)",39.8768,-86.1008,,0::40,0::Adult 18+,0::Male,,0::Killed,0::Victim
622958,2016-08-01,Minnesota,Minneapolis,0,1,Shot - Wounded/Injured||Car-jacking,44.8362,-93.2645,,0::52,0::Adult 18+,0::Male||1::Male||2::Male,,0::Injured||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect
620607,2016-08-01,New Jersey,West New York,0,0,Shots Fired - No Injuries||Possession (gun(s) found during commission of other crimes)||Brandishing/flourishing/open carry/lost/found,40.7884,-74.0115,1.0,1::21,1::Adult 18+,1::Male,,"0::Unharmed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
620615,2016-08-01,Florida,Saint Petersburg (St Petersburg),0,2,Non-Shooting Incident||Home Invasion||Home Invasion - Resident injured||Pistol-whipping||Brandishing/flourishing/open carry/lost/found,27.7947,-82.6693,1.0,0::65||1::76,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Female||2::Male||3::Male||4::Male,,0::Injured||1::Injured||2::Unharmed||3::Unharmed||4::Unharmed,0::Victim||1::Victim||2::Subject-Suspect||3::Subject-Suspect||4::Subject-Suspect
619628,2016-08-01,Maryland,Baltimore,0,2,Shot - Wounded/Injured,39.323,-76.5942,,,0::Adult 18+||1::Adult 18+,0::Male||1::Female,,0::Injured||1::Injured,0::Victim||1::Victim
624621,2016-08-01,Michigan,Rochester (Rochester Hills),0,0,Shots Fired - No Injuries||Accidental Shooting||Accidental/Negligent Discharge||Brandishing/flourishing/open carry/lost/found,42.696000000000005,-83.1381,1.0,0::26,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
618595,2016-08-01,Florida,Orlando,0,0,Shots Fired - No Injuries,28.5506,-81.4139,,,,,,,
619658,2016-08-01,Illinois,Manhattan,0,0,Non-Shooting Incident||Officer Involved Incident||Officer Involved Incident - Weapon involved but no shots fired||Gun shop robbery or burglary,41.428000000000004,-87.9926,,,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
827270,2016-08-01,North Carolina,Asheville,0,0,Non-Shooting Incident||Gun(s) stolen from owner,35.6371,-82.6416,1.0,0::40,0::Adult 18+,0::Female,,"0::Unharmed, Arrested",0::Subject-Suspect
618602,2016-08-01,Florida,Jacksonville,0,0,Shots Fired - No Injuries,30.2848,-81.6438,,,,,,,
618618,2016-08-01,Florida,Miami Gardens,0,0,"Shots Fired - No Injuries||Officer Involved Incident||Officer Involved Shooting - Shots fired, no injury||Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff||Brandishing/flourishing/open carry/lost/found",25.9423,-80.2092,,0::24,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
618473,2016-08-01,Florida,Fort Myers,2,0,"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff||Domestic Violence",26.6232,-81.8662,,0::29||1::39,0::Adult 18+||1::Adult 18+,0::Female||1::Male,1::Significant others - current or former,0::Killed||1::Killed,0::Victim||1::Subject-Suspect
619511,2016-08-01,Georgia,Roswell,2,0,"Shot - Dead (murder, accidental, suicide)",34.0614,-84.3853,,0::17||1::17||2::20,0::Teen 12-17||1::Teen 12-17||2::Adult 18+,0::Female||1::Male||2::Male,,"0::Killed||1::Killed||2::Unharmed, Arrested",0::Victim||1::Victim||2::Subject-Suspect
619699,2016-08-01,Florida,Homosassa,0,0,Shots Fired - No Injuries||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person||Brandishing/flourishing/open carry/lost/found,28.6963,-82.5558,1.0,0::29,0::Adult 18+,0::Male,0::Neighbor,"0::Unharmed, Arrested",0::Subject-Suspect
619552,2016-08-01,Florida,Miami,0,1,Shot - Wounded/Injured||Armed robbery with injury/death and/or evidence of DGU found||Car-jacking,25.8503,-80.1973,,0::26,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
619714,2016-08-01,Florida,Miami,0,1,"Shot - Wounded/Injured||Child Involved Incident||Child injured (not child shooter)||Drive-by (car to street, car to car)",25.609,-80.359,,0::11,0::Child 0-11,0::Male,,0::Injured,0::Victim
619716,2016-08-01,Florida,Bradenton,0,0,Non-Shooting Incident||Bar/club incident - in or around establishment||Gun(s) stolen from owner,27.4682,-82.6995,,0::36,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Unharmed||1::Unharmed,0::Victim||1::Subject-Suspect
619475,2016-08-01,Kentucky,Bowling Green,1,0,"Shot - Dead (murder, accidental, suicide)",36.9986,-86.4489,1.0,0::39||1::34,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
618658,2016-08-01,California,Emeryville,0,1,Shot - Wounded/Injured,37.8387,-122.29700000000001,,0::27,0::Adult 18+,0::Male,,0::Injured,0::Victim
619736,2016-08-01,Connecticut,Bridgeport,0,1,Shot - Wounded/Injured,41.1801,-73.1887,,,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
